央视频道1,#genre#
NHK World-Japan,http://aktv.top/AKTV/live/aktv3/nhkworldjapan/AKTV.m3u8
NHK東京総合,http://aktv.top/AKTV/live/aktv3/nhk/AKTV.m3u8
Nick Jr,http://aktv.top/AKTV/live/aktv3/nickjr/AKTV.m3u8
Nickelodeon,http://aktv.top/AKTV/live/aktv3/nickelodeon/AKTV.m3u8
Thrill,http://aktv.top/AKTV/live/aktv3/thrill/AKTV.m3u8
ZooMoo,http://aktv.top/AKTV/live/aktv3/zoomoo/AKTV.m3u8
亞洲新聞台,http://aktv.top/AKTV/live/aktv3/null-3/AKTV.m3u8
東方衛視國際頻道,http://aktv.top/AKTV/live/aktv3/null/AKTV.m3u8
無線衛星新聞台,http://aktv.top/AKTV/live/aktv3/null-2/AKTV.m3u8
翡翠台4K,http://aktv.top/AKTV/live/aktv3/4k/AKTV.m3u8
香港 Hongkong,#genre#
凤凰中文,http://aktv.top/AKTV/live/aktv/null-3/AKTV.m3u8
凤凰香港,http://58.144.154.93/qctv.fengshows.cn/live/0701phk72.m3u8
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv:80/livestream/mutfysrq.flv
香港卫视,http://zhibo.hkstv.tv/livestream/mutfysrq/playlist.m3u8
凤凰卫视,http://home.js001.com:7777/stream/channelid/327340771?profile=pass
凤凰咨询,http://home.js001.com:7777/stream/channelid/1347243459?profile=pass
TVB翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
TVB翡翠台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=fct
凤凰电影台,http://home.js001.com:7777/stream/channelid/884059847?profile=pass
臺灣 Taiwan,#genre#
中天新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv009
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
非凡新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv010
亚洲新闻,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_4.m3u8
环球电视台,http://zb.xzxwhcb.com:9999/hls/world.m3u8
寰宇新闻台,https://litv.zapi.us.kg/?id=litv-longturn14
TVBS NEWS,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS,https://litv.zapi.us.kg/?id=4gtv-4gtv073
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/playlist.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist0.m3u8
TVBS亞洲,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
TVBS欢乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv068
TVBS精采台,https://litv.zapi.us.kg/?id=4gtv-4gtv067
TVBS新闻台,https://litv.zapi.us.kg/?id=4gtv-4gtv072
TVBS新闻台,http://61.221.215.25:8800/hls/9/index.m3u8
TVBS,http://38.64.72.148:80/hls/modn/list/4005/chunklist1.m3u8
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv002
民视,https://litv.zapi.us.kg/?id=4gtv-4gtv155
民视,rtmp://f13h.mine.nu/sat/tv051
民视第一台,https://litv.zapi.us.kg/?id=4gtv-4gtv003
民视旅游台,https://litv.zapi.us.kg/?id=litv-ftv07
民视台湾台,https://litv.zapi.us.kg/?id=4gtv-4gtv001
民视新闻台,https://litv.zapi.us.kg/?id=litv-ftv13
民视新闻台,http://38.64.72.148:80/hls/modn/list/4012/chunklist1.m3u8
民视影剧台,https://litv.zapi.us.kg/?id=litv-ftv09
民视综艺台,https://litv.zapi.us.kg/?id=4gtv-4gtv004
台视,rtmp://f13h.mine.nu/sat/tv071
台视,https://litv.zapi.us.kg/?id=4gtv-4gtv066
台视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv051
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8
台视财经,https://litv.zapi.us.kg/?id=4gtv-4gtv056
中视,rtmp://f13h.mine.nu/sat/tv091
中视,https://litv.zapi.us.kg/?id=4gtv-4gtv040
中视菁采,https://litv.zapi.us.kg/?id=4gtv-4gtv064
中视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv074
中视经典,https://litv.zapi.us.kg/?id=4gtv-4gtv080
华视,rtmp://f13h.mine.nu/sat/tv111
华视,rtmp://f13h.mine.nu/sat/tv111
华视,https://litv.zapi.us.kg/?id=4gtv-4gtv041
华视新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv052
八大第一,http://61.221.215.25:8800/hls/55/index.m3u8
八大戏剧,http://61.221.215.25:8800/hls/39/index.m3u8
八大综合,http://61.221.215.25:8800/hls/56/index.m3u8
八大综艺台,https://litv.zapi.us.kg/?id=4gtv-4gtv039
半岛新闻,https://litv.zapi.us.kg/?id=litv-ftv10
博斯高球1,https://litv.zapi.us.kg/?id=litv-longturn05
博斯高球2,https://litv.zapi.us.kg/?id=litv-longturn06
博斯网球,https://litv.zapi.us.kg/?id=litv-longturn09
博斯无限,https://litv.zapi.us.kg/?id=litv-longturn10
博斯无限2,https://litv.zapi.us.kg/?id=litv-longturn13
博斯运动1,https://litv.zapi.us.kg/?id=litv-longturn07
博斯运动2,https://litv.zapi.us.kg/?id=litv-longturn08
采昌影剧,https://litv.zapi.us.kg/?id=4gtv-4gtv049
大爱二台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大爱一台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
东森财经新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv153
东森超视,rtmp://f13h.mine.nu/sat/tv331
东森新闻,https://litv.zapi.us.kg/?id=4gtv-4gtv152
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
東森美洲,http://38.64.72.148:80/hls/modn/list/2015/chunklist1.m3u8
東森美洲,http://38.64.72.148/hls/modn/list/2015/chunklist0.m3u8
衛視中文台 Star Movies Chinese,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=weishichinese_twn
東森幼幼 Yoyo TV,http://cookies.elementfx.com/chaojidianshi/chaojidianshi.php?id=yoyo_twn
动物星球,http://61.221.215.25:8800/hls/57/index.m3u8
非凡商业,https://litv.zapi.us.kg/?id=4gtv-4gtv048
非凡新闻,rtmp://f13h.mine.nu/sat/tv581
古典音乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv059
国会频道1,https://litv.zapi.us.kg/?id=4gtv-4gtv084
国会频道2,https://litv.zapi.us.kg/?id=4gtv-4gtv085
国际财经,https://litv.zapi.us.kg/?id=4gtv-4gtv104
靖天电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv061
靖天国际台,https://litv.zapi.us.kg/?id=4gtv-4gtv063
靖天欢乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv054
靖天卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv044
靖天日本台,https://litv.zapi.us.kg/?id=4gtv-4gtv047
靖天戏剧台,https://litv.zapi.us.kg/?id=4gtv-4gtv058
靖天映画,https://litv.zapi.us.kg/?id=4gtv-4gtv055
靖天育乐台,https://litv.zapi.us.kg/?id=4gtv-4gtv062
靖天资讯台,https://litv.zapi.us.kg/?id=4gtv-4gtv065
靖天综合台,https://litv.zapi.us.kg/?id=4gtv-4gtv046
靖洋卡通台,https://litv.zapi.us.kg/?id=4gtv-4gtv057
霹雳台湾台,P2p://generationnexxxt.com:19806/0e3ab414dfb34fccb76d20665cd03da4
霹雳台湾台,P2p://generationnexxxt.com:19806/28662f792e3745e6893da9c2f2f94575
龙华偶像,https://litv.zapi.us.kg/?id=litv-longturn12
龙华日韩,https://litv.zapi.us.kg/?id=litv-longturn11
美国之音,https://litv.zapi.us.kg/?id=litv-ftv03
三立戏剧,http://61.221.215.25:8800/hls/41/index.m3u8
視納華仁紀實頻道,https://litv.zapi.us.kg/?id=4gtv-4gtv013
台湾戏剧台,https://litv.zapi.us.kg/?id=litv-longturn22
探索亚洲,http://61.221.215.25:8800/hls/50/index.m3u8
纬来精彩,http://61.221.215.25:8800/hls/48/index.m3u8
纬来日本,rtmp://f13h.mine.nu/sat/tv771
纬来体育,rtmp://f13h.mine.nu/sat/tv721
纬来育乐,rtmp://f13h.mine.nu/sat/tv701
亚洲旅游台,https://litv.zapi.us.kg/?id=litv-longturn17
中华小当家,http://61.221.215.25:8800/hls/40/index.m3u8
中天亚洲台,https://litv.zapi.us.kg/?id=4gtv-4gtv109
猪哥亮歌厅秀,https://litv.zapi.us.kg/?id=4gtv-4gtv006
AMC电影台,http://61.221.215.25:8800/hls/43/index.m3u8
CATCHPLAY电影台,https://litv.zapi.us.kg/?id=4gtv-4gtv076
DAZN体育1,rtmp://f13h.mine.nu/sat/tv731
DAZN体育2,rtmp://f13h.mine.nu/sat/tv741
外语1台,http://61.221.215.25:8800/hls/1/index.m3u8
ELEVEN体育1,rtmp://f13h.mine.nu/sat/tv731
ELEVEN体育2,rtmp://f13h.mine.nu/sat/tv741
ELTA体育3,rtmp://9hv9.mine.nu/sat/md011
ELTA体育4,rtmp://9hv9.mine.nu/sat/md021
GinxTV,https://litv.zapi.us.kg/?id=4gtv-4gtv053
MEZZO LIVE,https://litv.zapi.us.kg/?id=4gtv-4gtv083
MoMo综合,rtmp://f13h.mine.nu/sat/tv761
NHK WORLD,http://61.221.215.25:8800/hls/51/index.m3u8
TRACE SPORTS STARS,https://litv.zapi.us.kg/?id=4gtv-4gtv077
阿里郎,https://litv.zapi.us.kg/?id=4gtv-4gtv079
爱尔达娱乐,https://litv.zapi.us.kg/?id=4gtv-4gtv070
爱放动漫,https://litv.zapi.us.kg/?id=litv-ftv15
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV
中天娱乐,http://61.221.215.25:8800/hls/47/index.m3u8
49頻道,http://61.221.215.25:8800/hls/49/index.m3u8
LISTEN,http://61.221.215.25:8800/hls/58/index.m3u8
星光視界,http://ali.hlspull.yximgs.com/live/zxcvbnm9852.flv
高清劇場,http://60.10.203.69:8000/4.m3u8
好消息1台,https://dqhxk7sbp7xog.cloudfront.net/hls-live/goodtv/_definst_/liveevent/live-ch1-2.m3u8
美亞電視C+,http://ottproxy2.ist.ooo/livehls/MOB-U1-NO/03.m3u8
TAIWANPlus,https://bcovlive-a.akamaihd.net/rce33d845cb9e42dfa302c7ac345f7858/ap-northeast-1/6282251407001/playlist.m3u8
星空衛視,http://wouu.net:9977/udp/239.93.0.156:2193
人間衛視,https://epg.pw/stream/05b9099bef592e55129817a0f82b4cc60378970bc856b993ae9e330e85f4351f.m3u8
人間衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
中旺電視,http://38.64.72.148/hls/modn/list/4010/chunklist0.m3u8
CHC家庭影院(慢),http://ik6.iptv8.net:8888/udp/225.1.4.209:1262
CHC影迷電影(慢),http://ik6.iptv8.net:8888/udp/225.1.4.207:1260
邵氏影院,http://huanqiuzhibo.cn/manifest/douyu.php?id=4246519
斗魚,http://hlsa-akm.douyucdn.cn/85894rmovieChow_4000p.m3u8
東森超視34.5,http://38.64.72.148:80/hls/modn/list/2013/chunklist1.m3u8
東森超視34.5,https://epg.pw/stream/eb60567383fe9a9226fd2ea1f728a1acbf5dd7543ede209993527ef9bef82a68.m3u8
華語財經2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
華語財經2,http://38.64.72.148:80/hls/modn/list/4002/chunklist1.m3u8
華語財經3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
華語財經3,http://38.64.72.148:80/hls/modn/list/4003/chunklist1.m3u8
蕃薯音樂,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8
蕃薯音樂,http://61.216.67.119:1935/TWHG/E1/chunklist_w70581102.m3u8
蕃薯音樂,http://61.216.67.119:1935/TWHG/E1/chunklist_w7058102.m3u8?blog.ntnas.top
动漫频道,#genre#
中華小家,http://61.221.215.25:8800/hls/40/index.m3u8
柯南剧场版1台,http://diyp.zxxoo.work/douyu/1487654
柯南剧场版2台,http://diyp.zxxoo.work/douyu/6484910
柯南剧场版3台,http://diyp.zxxoo.work/douyu/1783144
柯南轮播,http://diyp.zxxoo.work/douyu/7620081
海绵宝宝,http://diyp.zxxoo.work/huya/11352919
海绵宝宝,http://159.75.85.63:35455/huya/11352919?cdn=hscdn
海绵宝宝,http://159.75.85.63:35455/huya/11352919?cdn=hwcdn
喜剧频道,#genre#
开心麻花,http://diyp.zxxoo.work/douyu/10153463
万合天宜,http://diyp.zxxoo.work/douyu/9220456
经典小品,http://diyp.zxxoo.work/douyu/9067836
经典小品相声,http://diyp.zxxoo.work/douyu/9273031
赵本山小品,http://diyp.zxxoo.work/douyu/9817716
陈佩斯喜剧,http://diyp.zxxoo.work/douyu/9286868
周星驰电影,http://diyp.zxxoo.work/douyu/122402
喜剧电影1,http://diyp.zxxoo.work/douyu/9292492
喜剧电影2,http://diyp.zxxoo.work/douyu/276200
电影搞笑喜剧,http://159.75.85.63:35455/huya/11342423?cdn=txcdn
电影搞笑喜剧,http://cfss.cc/cdn/hy/11342423.flv
吐槽大会,http://diyp.zxxoo.work/douyu/9236042
电影频道,#genre#
邵氏影院,http://diyp.zxxoo.work/douyu/4246519
小众电影,http://diyp.zxxoo.work/douyu/36337
CHC动作电影,http://ik6.iptv8.net:8888/udp/225.1.4.208:1261
CHC动作电影,http://113.57.109.48:1111/tsfile/live/1045_1.m3u8?key=txiptv&playlive=1&authid=0
CHC动作电影,http://58.19.244.92:1111/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://120.234.49.38:7000/udp/239.21.0.119:3820
CHC高清电影,http://113.57.109.48:1111/tsfile/live/1046_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://58.48.5.186:1111/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://58.19.244.92:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
CHC高清电影,http://ddns.cyruslee.top:8888/udp/239.77.0.27:5146
CHC家庭影院,http://ik6.iptv8.net:8888/udp/225.1.4.209:1262
CHC家庭影院,http://218.76.32.193:9901/tsfile/live/1018_1.m3u8
CHC家庭影院,http://113.57.109.48:1111/tsfile/live/1044_1.m3u8?key=txiptv&playlive=1&authid=0
CHC影迷电影,http://annaxi.lw-home.com:11111/udp/239.253.254.154:8000
CHC影迷电影,http://218.76.32.193:9901/tsfile/live/1019_1.m3u8
东方影视,http://minecraft.qc0727.top:22222/udp/239.45.3.237:5140
东方影视,http://47.102.200.34:18081/live/program/live/dfyshd8m/8000000/mnf.m3u8
东方影视,http://origin.lean.org.cn:4000/udp/239.45.3.237:5140
成龙,https://p6-dy.byteimg.com/origin/pgc-image/bebfddceee5c40f495882785675174cf
成龙,http://zby.xjqxz.top/cldy/live.m3u8
高分科幻动作片,https://lunbo.freetv.top/yy/1382749948
外国科幻大片,https://lunbo.freetv.top/yy/1382747628
星际穿越,https://api.heimuer.app/play/f9b471ddd1ee425bb3c64a24f82561be.m3u8
九品芝麻官,https://alimov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_b_B6a0bcfcdbdaac183fa7dcbcd3e11bcaf.mp4
九品芝麻官,https://txmov2.a.kwimgs.com/upic/2021/12/28/11/BMjAyMTEyMjgxMTIyMTJfNDAzMDAxOTlfNjM2NjgxODA5MTBfMF8z_bF_Bcc38a845b4b4994898062a76d3958bdc.mp4
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8
让子弹飞,https://vip.ffzy-play7.com/20230116/11563_b9f44814/index.m3u8
家庭影院,http://124.94.193.136:9902/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
家庭影院,http://27.10.76.34:8002/udp/225.0.4.171:7980
家庭影院,http://27.11.52.62:8004/udp/225.0.4.171:7980
家庭影院,http://27.11.52.62:8005/udp/225.0.4.171:7980
经典电影,http://27.11.52.62:8005/udp/225.0.4.48:7980
经典电影,http://vl15191373.imwork.net:8880/udp/239.93.0.57:9024
经典电影,http://125.89.163.44:8888/udp/239.77.0.104:5146
经典电影,http://wouu.net:9977/udp/239.93.0.57:9024
大话西游至尊宝,https://lunbo.freetv.top/yy/1382736910
哈利波特全集,http://159.75.85.63:35455/yy/1382745105
倩女幽魂妖魔道,http://jsmov2.a.yximgs.com/bs3/video-hls/5232901391302199073_hlsb.m3u8
倩女幽魂人间道,http://jsmov2.a.yximgs.com/bs3/video-hls/5250634317044855747_hlsb.m3u8
倩女幽魂道道道,http://jsmov2.a.yximgs.com/bs3/video-hls/5216294367991385255_hlsb.m3u8
龙门飞甲,http://jsmov2.a.yximgs.com/bs3/video-hls/5203346449046555193_hlsb.m3u8
龙门飞甲,https://cdn2.yzzy-tv-cdn.com/20220331/4883_7f84c204/index.m3u8
寒战1,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8
人在囧途,https://vip.ffzy-play.com/20221018/1953_2d6ba500/index.m3u8
人在囧途,http://jsmov2.a.yximgs.com/bs3/video-hls/5239093847755471351_hlsb.m3u8
人在囧途之泰囧,https://vip.ffzy-play.com/20221018/1951_47e1adc8/index.m3u8
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8
人在囧途之囧妈,https://vip.ffzy-online.com/20230122/54089_b5925cb9/index.m3u8
无间道1,https://vip.ffzy-play6.com/20221017/13_ddfc1740/index.m3u8
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8
卧虎藏龙,https://vip.ffzy-play6.com/20221019/118_1367b8f6/index.m3u8
满城尽带黄金甲,https://vip.ffzy-play2.com/20221022/289_cc1b109c/index.m3u8
庆余年,http://diyp.zxxoo.work/douyu/5062195
我的前半生,http://159.75.85.63:35455/yy/1382735564
与凤行,http://cfss.cc/cdn/hy/26355866.m3u8
与凤行,http://159.75.85.63:35455/huya/26355866
阴阳师,https://svip.high22-playback.com/20240731/5755_91995ca9/index.m3u8
哥斯拉大战金刚2帝国崛起,https://api.heimuer.app/play/6f3edeb2885149e4b30f676e8a94ef3b.m3u8
绝地战警生死与共,https://v3.tlkqc.com/wjv3/202406/12/gFunRiZvHb75/video/index.m3u8
异形寄生起源,https://api.heimuer.app/play/3e9be3a5080c46449dbc355c9cb8baec.m3u8
狄仁杰之天宫蜃楼,https://v9.tlkqc.com/wjv9/202408/06/p7712pXCuV81/video/index.m3u8
鬼舞村诅咒起源,https://v12.tlkqc.com/wjv12/202408/04/UJGTrrEASp84/video/index.m3u8
魔戒首部曲魔戒现身,https://vip.ffzy-play7.com/20230411/22167_a385d245/2000k/hls/mixed.m3u8
魔戒首部曲魔戒现身,https://api.heimuer.app/play/d10849d4be514bfeb5de7b6ff8bdfb5a.m3u8
魔戒二部曲双城奇谋,https://vip.ffzy-play7.com/20221127/7286_672b6ffa/2000k/hls/mixed.m3u8
魔戒二部曲双城奇谋,https://api.heimuer.app/play/4c017a32d1a7478696e4b78d95774ccc.m3u8
魔戒三部曲王者再临,https://api.heimuer.app/play/bd885bde48d742068df66e382a8db7a7.m3u8
漫威剧情原,http://159.75.85.63:35455/douyu/6140589
霍格沃茨原,http://159.75.85.63:35455/douyu/8814650
欧美大片原,http://159.75.85.63:35455/douyu/2793084
贝爷max原,http://159.75.85.63:35455/douyu/4332
贝爷影厅原,http://159.75.85.63:35455/douyu/252802
鱼宝恐怖原,http://159.75.85.63:35455/douyu/1165374
吃奶滴虫原,http://159.75.85.63:35455/douyu/263824
喜剧电影原,http://159.75.85.63:35455/douyu/9292492
避风影院原,http://159.75.85.63:35455/douyu/9826611
吃米滴虫原,http://159.75.85.63:35455/douyu/315457
冰冰经典原,http://159.75.85.63:35455/douyu/74374
星爷影院原,http://159.75.85.63:35455/douyu/508118
瑶瑶恐怖原,http://159.75.85.63:35455/douyu/2935323
怡宝影院原,http://159.75.85.63:35455/douyu/434971
小黛兮影原,http://159.75.85.63:35455/douyu/11553944
萌小鬼片原,http://159.75.85.63:35455/douyu/3928
神乐影剧原,http://159.75.85.63:35455/douyu/122402
可乐影院原,http://159.75.85.63:35455/douyu/20415
小宇60帧原,http://159.75.85.63:35455/douyu/323876
恐怖惊悚原,http://159.75.85.63:35455/douyu/96577
电影剧场原,http://159.75.85.63:35455/douyu/7575350
豆瓣高分原,http://159.75.85.63:35455/douyu/8770422
拆弹专家刘德华,https://lunbo.freetv.top/yy/1382745111
超燃科幻大片明日边缘,https://lunbo.freetv.top/yy/1382736835
无间道3终极无间,https://vip.ffzy-play2.com/20221127/1567_f1965b4b/index.m3u8
电影赛车,http://cfss.cc/cdn/hy/11279247.flv
电影死神来了,http://cfss.cc/cdn/hy/11352903.flv
电影死神来了,http://159.75.85.63:35455/huya/11352903?cdn=txcdn
电影推荐,http://cfss.cc/cdn/hy/11602041.flv
电影蜘蛛侠,http://cfss.cc/cdn/hy/21059599.flv
电影蜘蛛侠,http://159.75.85.63:35455/huya/21059599?cdn=txcdn
电影变形金刚,http://159.75.85.63:35455/huya/21059596?cdn=txcdn
电影变形金刚,http://cfss.cc/cdn/hy/21059596.flv
家有九凤影视剧,https://lunbo.freetv.top/yy/1354930894
电影英叔,http://cfss.cc/cdn/hy/11342421.flv
电影英叔,http://159.75.85.63:35455/huya/11342421?cdn=txcdn
电影英叔,http://cfss.cc/cdn/hy/11342421.m3u8
电影黄渤,http://159.75.85.63:35455/huya/11352876?cdn=txcdn
电影周星星,http://159.75.85.63:35455/huya/11336587?cdn=txcdn
电影周星星,http://cfss.cc/cdn/hy/11336587.flv
电影成龙,http://cfss.cc/cdn/hy/11342386.flv
电影成龙,http://159.75.85.63:35455/huya/11342386?cdn=txcdn
电影成龙,http://cfss.cc/cdn/hy/11342386.m3u8
电影洪金宝,http://cfss.cc/cdn/hy/11279251.flv
电影洪金宝,http://159.75.85.63:35455/huya/11279251?cdn=txcdn
电影星爷,http://cfss.cc/cdn/hy/11342412.flv
电影星爷,http://cfss.cc/cdn/hy/11342412.m3u8
电影强森,http://159.75.85.63:35455/huya/21059581?cdn=txcdn
电影沈腾,http://159.75.85.63:35455/huya/11601968?cdn=txcdn
电影沈腾,http://cfss.cc/cdn/hy/11601968.m3u8
电影沈腾,http://cfss.cc/cdn/hy/11601968.flv
电影李连杰,http://cfss.cc/cdn/hy/11342390.flv
电影李连杰,http://159.75.85.63:35455/huya/11342390?cdn=txcdn
电影梁家辉,http://cfss.cc/cdn/hy/11342429.flv
电影梁家辉,http://159.75.85.63:35455/huya/11342429?cdn=txcdn
电影刘德华,http://cfss.cc/cdn/hy/11342424.flv
电影刘德华,http://159.75.85.63:35455/huya/11342424?cdn=txcdn
电影怪兽,http://cfss.cc/cdn/hy/21059577.flv
电影怪兽,http://159.75.85.63:35455/huya/21059577?cdn=txcdn
电影怪兽,http://cfss.cc/cdn/hy/21059577.m3u8
电影喜剧专场,http://cfss.cc/cdn/hy/11602044.flv
电影喜剧专场,http://159.75.85.63:35455/huya/11602044?cdn=txcdn
电影救援,http://159.75.85.63:35455/huya/21059594?cdn=txcdn
电影救援,http://cfss.cc/cdn/hy/21059594.flv
电影玄幻,http://cfss.cc/cdn/hy/11342414.flv
电影玄幻,http://159.75.85.63:35455/huya/11342414?cdn=txcdn
电影古墓系列,http://cfss.cc/cdn/hy/11352913.flv
电影古墓系列,http://159.75.85.63:35455/huya/11352913?cdn=txcdn
电影功夫片,http://159.75.85.63:35455/huya/11352941?cdn=txcdn
电影功夫片,http://cfss.cc/cdn/hy/11352941.flv
电影高能反转,http://159.75.85.63:35455/huya/11352887?cdn=txcdn
电影罪犯,http://159.75.85.63:35455/huya/11352962?cdn=txcdn
电影罪犯,http://cfss.cc/cdn/hy/11352962.flv
电影盗墓,http://cfss.cc/cdn/hy/21059552.flv
电影盗墓,http://159.75.85.63:35455/huya/21059552?cdn=txcdn
电影犯罪片,http://cfss.cc/cdn/hy/11352974.flv
电影犯罪片,http://159.75.85.63:35455/huya/11352974?cdn=txcdn
电影不挤影院,http://cfss.cc/cdn/hy/11352897.flv
电影不挤影院,http://159.75.85.63:35455/huya/11352897?cdn=txcdn
电影武侠,http://cfss.cc/cdn/hy/11342427.flv
电影武侠,http://159.75.85.63:35455/huya/11342427?cdn=txcdn
电影黑帮片,http://cfss.cc/cdn/hy/11336719.flv
电影黑帮片,http://159.75.85.63:35455/huya/11336719?cdn=txcdn
电影丧尸片,http://159.75.85.63:35455/huya/21059578?cdn=txcdn
电影丧尸片,http://cfss.cc/cdn/hy//21059578.flv
电影丧尸片,http://cfss.cc/cdn/hy/21059578.flv
电影动作电影,http://cfss.cc/cdn/hy/11602077.flv
电影战争片,http://cfss.cc/cdn/hy/21059574.flv
电影战争片,http://159.75.85.63:35455/huya/21059574?cdn=txcdn
电影搞笑恐怖,http://159.75.85.63:35455/huya/11601960?cdn=txcdn
电影搞笑恐怖,http://cfss.cc/cdn/hy/11601960.flv
电影枪战,http://cfss.cc/cdn/hy/21059579.flv
电影枪战,http://159.75.85.63:35455/huya/21059579?cdn=txcdn
电影热血,http://cfss.cc/cdn/hy/11352934.flv
电影热血,http://159.75.85.63:35455/huya/11352934?cdn=txcdn
电影经典女神,http://159.75.85.63:35455/huya/11352909?cdn=txcdn
电影经典女神,http://cfss.cc/cdn/hy/11352909.flv
电影许氏三杰,http://cfss.cc/cdn/hy/11602033.flv
电影许氏三杰,http://159.75.85.63:35455/huya/11602033?cdn=txcdn
电影谍战,http://159.75.85.63:35455/huya/21059585?cdn=txcdn
电影谍战,http://cfss.cc/cdn/hy/21059585.flv
电影谍战片,http://cfss.cc/cdn/hy/21059587.flv
电影贺岁,http://cfss.cc/cdn/hy/11601971.flv
电影贺岁,http://159.75.85.63:35455/huya/11601971?cdn=txcdn
电影贺岁片,http://159.75.85.63:35455/huya/11601986?cdn=txcdn
电影贺岁片,http://cfss.cc/cdn/hy/11601986.flv
直播熊猫,https://gcwbndali.v.myalicdn.com/gcwbnd/ipanda1000_2/index.m3u8
哈利波特死神的圣物,https://ikcdn01.ikzybf.com/20221105/DABRajDL/index.m3u8
哈利波特消失的密室,https://v1.fentvoss.com/sdv1/202308/19/7pizD2d5YN2/video/index.m3u8
哈利波特混血王子的背叛,https://v1.fentvoss.com/sdv1/202308/19/jZ4qXuUYMH2/video/index.m3u8
哈利波特火杯的考验,https://ikcdn01.ikzybf.com/20221210/qYaADoTA/index.m3u8
凌儿影院原,http://159.75.85.63:35455/douyu/1377142
变种人片原,http://159.75.85.63:35455/douyu/9651304
女神电影原,http://159.75.85.63:35455/douyu/747764
花卷陪看原,http://159.75.85.63:35455/douyu/52787
无间道2,https://alimov2.a.kwimgs.com/upic/2021/02/09/10/BMjAyMTAyMDkxMDQ0NThfNDAzMDAxOTlfNDM4NTkyODc0MjhfMF8z_b_Bce206fcc2f84121a4d887259d7c5100b.mp4
纪录片频道,#genre#
求索纪录,http://60.7.56.50:4000/udp/239.253.93.236:6414
求索纪录,http://123.180.177.20:16000/udp/239.253.93.236:6414
求索纪录,http://mail.bfgpay.cn:2052/udp/239.77.0.21:5146
求索纪录,http://120.237.241.82:4000/udp/239.77.0.21:5146
求索纪录,http://125.89.163.44:8888/udp/239.77.0.21:5146
求索生活,http://mail.bfgpay.cn:2052/udp/239.77.0.153:5146
求索生活,http://125.89.163.44:8888/udp/239.77.0.153:5146
求索生活,http://120.237.241.82:4000/udp/239.77.0.153:5146
人与自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
